"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"sa7_nounknown.sing.11","grouped.method","model",-1.46728450090585,0.647392284765393,-2.83158676867269,-0.501740843884027,-2.26645348644767,0.0234236319591963,"sa7_nounknown.sing"
"sa7_nounknown.sing.12","grouped.method","molecular",0.303921037942583,0.301031879488845,-0.283862676006661,0.866301508486018,1.00959751657746,0.312688159927619,"sa7_nounknown.sing"
"sa7_nounknown.sing.13","grouped.method","phylogenetic:R",-0.161255325314561,0.243288469963814,-0.670587638366584,0.317928570375009,-0.662815320999576,0.507448839974058,"sa7_nounknown.sing"
"sa7_nounknown.sing.14","grouped.method","phylogenetic:S&R",-0.0693294627205475,0.281201606332308,-0.663883064538102,0.503457332703786,-0.246547178818808,0.805258687846138,"sa7_nounknown.sing"
"sa7_nounknown.sing.15","sequencing.gene","gag",0.546621939836139,0.573724475913603,-0.552100441122269,1.62019195264323,0.952760362830424,0.340711501473442,"sa7_nounknown.sing"
"sa7_nounknown.sing.16","sequencing.gene","pol",-1.29437013316695,0.79616751551021,-2.89188644580099,-0.206204832826941,-1.62575099831532,0.104002636328051,"sa7_nounknown.sing"
"sa7_nounknown.sing.17","sequencing.gene","whole.genome",-1.30089817356451,0.386924081589691,-2.18010439886063,-0.598998165424084,-3.36215354758929,0.000773371060003499,"sa7_nounknown.sing"
"sa7_nounknown.sing.18","sampling.delay",">21",0.167061103087661,0.175818749224109,-0.173967470142638,0.516261103059812,0.950189350253623,0.34201604897693,"sa7_nounknown.sing"
"sa7_nounknown.rep.2","reported.exposure","HSX:FTM",-0.213302387012627,0.150962233023293,-0.521880688999651,0.08299374940272,-1.41295198634028,0.15766984200238,"sa7_nounknown.rep"
"sa7_nounknown.rep.3","reported.exposure","HSX:nodirection",0.278315261782248,0.503138340556732,-0.85475042164436,1.17282674081526,0.553158523904752,0.580154865072679,"sa7_nounknown.rep"
"sa7_nounknown.rep.4","reported.exposure","MSM",0.423544156598375,0.167736557247301,0.133715541411185,0.745620623067487,2.52505573948275,0.0115679939846293,"sa7_nounknown.rep"
"sa7_nounknown.rep.5","reported.exposure","MTC:IntraP",-0.532782969106027,0.572349356084327,-1.70968236035337,0.427115249087142,-0.930870216664539,0.351920702487587,"sa7_nounknown.rep"
"sa7_nounknown.rep.6","reported.exposure","MTC:notiming",-0.0864989247988628,0.764112967314577,-1.39983014420527,1.2191858116545,-0.113201749608906,0.909870608598324,"sa7_nounknown.rep"
"sa7_nounknown.rep.7","reported.exposure","MTC:PostP",-0.472431575602955,0.916730684928316,-1.92645312223363,1.01285317229028,-0.515343910016382,0.606312720131097,"sa7_nounknown.rep"
"sa7_nounknown.rep.8","reported.exposure","MTC:PreP",-0.0966682746270444,0.404189991284625,-0.830563393469922,0.646812474387629,-0.239165433858979,0.810977304733033,"sa7_nounknown.rep"
"sa7_nounknown.rep.9","reported.exposure","PWID",0.511798225091611,0.311930056897017,-0.0394525457018727,1.10785259328833,1.64074674362202,0.100849997427194,"sa7_nounknown.rep"
"sa7_nounknown.rep.10","grouped.method","distance",-0.349776278367869,0.187444205746605,-0.695305679264433,0.0421383979607321,-1.86602875759581,0.0620373421826161,"sa7_nounknown.rep"
"sa7_nounknown.rep.11","grouped.method","model",-0.361587138590665,0.199000305193444,-0.753373400371332,0.0074014046813352,-1.81701801029488,0.0692143556614029,"sa7_nounknown.rep"
"sa7_nounknown.rep.12","grouped.method","molecular",0.275262887994944,0.331227565587288,-0.381820585805405,0.997405824777516,0.83103858673986,0.405951831301427,"sa7_nounknown.rep"
"sa7_nounknown.rep.13","grouped.method","phylogenetic:R",-0.204223308804303,0.180776326005619,-0.5427240583034,0.177772498816971,-1.12970162253411,0.258601973318181,"sa7_nounknown.rep"
"sa7_nounknown.rep.14","grouped.method","phylogenetic:S&R",-0.0682960909234352,0.274924421257208,-0.642187143217985,0.4639570138615,-0.248417694619935,0.803811244262648,"sa7_nounknown.rep"
"sa7_nounknown.rep.15","sequencing.gene","gag",0.349762546473731,0.62919801965589,-0.964790360588289,1.4955554636764,0.555886279910762,0.578288598069107,"sa7_nounknown.rep"
"sa7_nounknown.rep.16","sequencing.gene","pol",-1.40712161505221,0.823953256595356,-2.80568139510247,-0.208212204737252,-1.70776874026392,0.0876792615194226,"sa7_nounknown.rep"
"sa7_nounknown.rep.17","sequencing.gene","whole.genome",-0.858399032418737,0.278816054955667,-1.45228141313898,-0.297328160501595,-3.07872885065829,0.00207885794896775,"sa7_nounknown.rep"
"sa7_nounknown.rep.18","sampling.delay",">21",0.175340370264461,0.122316663780282,-0.0690927160238359,0.433034069424215,1.43349536232795,0.151716323320306,"sa7_nounknown.rep"
