"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"22","(Intercept)",NA,-1.13769404111033,0.158478192440203,-1.42709867537102,-0.871879752875381,-7.17886810539944,7.02909149901435e-13,"Sequencing Gene.noextremegenomes"
"23","(Intercept)",NA,-1.21608832222224,0.530200559844856,-3.05983779895442,-0.319550605063004,-2.29363832165338,0.0218112822691782,"Alignment Bin.noextremegenomes"
"24","(Intercept)",NA,-0.984141780965509,0.215762940932899,-1.41552490138776,-0.614101154460708,-4.56121786582235,5.08577778792138e-06,"Sampling Delay.noextremegenomes"
"25","(Intercept)",NA,-1.39729402667681,0.188947913388027,-1.74992831508945,-1.05276080158126,-7.39512811558443,1.41271998598652e-13,"Riskgroup.nosmallgenomes"
"26","(Intercept)",NA,-1.33505587008137,0.209363492329977,-1.71417308209097,-0.93021863727412,-6.37673672340733,1.80901045206938e-10,"Reported Exposure.nosmallgenomes"
"27","(Intercept)",NA,-1.16331718969717,0.154136086515155,-1.5023675665045,-0.821979948287266,-7.54733830343351,4.44243561876146e-14,"Grouped Method.nosmallgenomes"
"28","(Intercept)",NA,-1.09867217961302,0.111451091127831,-1.33738471418089,-0.866619818826274,-9.85788625750538,6.33693413494354e-23,"Sequencing Gene.nosmallgenomes"
"29","(Intercept)",NA,-1.93664457876106,0.361825360930252,-2.79382229788371,-1.31933631505136,-5.35242906628199,8.67813258602213e-08,"Alignment Bin.nosmallgenomes"
"30","(Intercept)",NA,-1.04574439734705,0.193894341136177,-1.39352232918803,-0.736155733424408,-5.39337244820672,6.91474162530038e-08,"Sampling Delay.nosmallgenomes"
"31","(Intercept)",NA,-1.26009948584697,0.168038918463981,-1.57836522014414,-0.962275958590357,-7.498855011478,6.43776875589672e-14,"Riskgroup.nolargegenomes"
"32","(Intercept)",NA,-1.21693784424342,0.18665930846545,-1.56762039753807,-0.866998768368665,-6.51956687425891,7.0510698012299e-11,"Reported Exposure.nolargegenomes"
"33","(Intercept)",NA,-1.01937504407423,0.147488405070199,-1.31323455053937,-0.729963375112518,-6.91156056361883,4.79350801222583e-12,"Grouped Method.nolargegenomes"
"34","(Intercept)",NA,-1.06643345939306,0.124804950315282,-1.31391282275418,-0.863033775668066,-8.54480096101188,1.28757992939078e-17,"Sequencing Gene.nolargegenomes"
"35","(Intercept)",NA,-0.998528504212364,0.312641223743566,-1.70474874672393,-0.324339687031722,-3.19384786259465,0.00140390082023564,"Alignment Bin.nolargegenomes"
"36","(Intercept)",NA,-1.05959589849952,0.179307648643642,-1.3760000257546,-0.723856322970241,-5.90937367432315,3.43410909113273e-09,"Sampling Delay.nolargegenomes"
